MD(ft);TVD(ft);DTEMP(F)
3244;3227.63783701553;216.8462
3244.5;3228.15082226987;216.8736
3245;3228.66381739498;216.8717
3245.5;3229.17682238636;216.9049
3246;3229.6898372395;216.8991
3246.5;3230.20286194991;216.9142
3247;3230.71589651306;216.9348
3247.5;3231.22894092446;216.9514
3248;3231.74199517958;216.9692
3248.5;3232.25505927391;216.9813
3249;3232.76813320292;217.0106
3249.5;3233.28121696208;217.0223
3250;3233.79431054688;217.0469
3250.5;3234.30741395276;217.0329
3251;3234.8205271752;217.0762
3251.5;3235.33365020966;217.0775
3252;3235.84678305159;217.0934
3252.5;3236.35992569645;217.1183
3253;3236.87307813969;217.1278
3253.5;3237.38624037675;217.1482
3254;3237.89941240308;217.1516
3254.5;3238.41259421412;217.1705
3255;3238.92578580529;217.1762
3255.5;3239.43898717205;217.2081
3256;3239.9521983098;217.2163
3256.5;3240.46541921399;217.2329
3257;3240.97864988004;217.2342
3257.5;3241.49189030335;217.2565
3258;3242.00514047936;217.2686
3258.5;3242.51840040346;217.2882
3259;3243.03167007107;217.2998
3259.5;3243.5449494776;217.3202
3260;3244.05823861845;217.338
3260.5;3244.57153748902;217.3425
3261;3245.08484608469;217.359
3261.5;3245.59816440087;217.3903
3262;3246.11149243294;217.3954
3262.5;3246.62483017629;217.4094
3263;3247.1381776263;217.4202
3263.5;3247.65153477834;217.4432
3264;3248.1649016278;217.4387
3264.5;3248.67827817004;217.475
3265;3249.19166440043;217.4712
3265.5;3249.70506031434;217.4917
3266;3250.21846590712;217.505
3266.5;3250.73188117415;217.519
3267;3251.24530611076;217.5273
3267.5;3251.75874071231;217.5602
3268;3252.27218497416;217.5483
3268.5;3252.78563889164;217.5744
3269;3253.29910246009;217.5744
3269.5;3253.81257567485;217.6012
3270;3254.32605853126;217.6004
3270.5;3254.83955102465;217.6254
3271;3255.35305315035;217.6483
3271.5;3255.86656490367;217.6566
3272;3256.38008627994;217.6539
3272.5;3256.89361727448;217.6929
3273;3257.4071578826;217.6885
3273.5;3257.92070809961;217.7025
3274;3258.43426792082;217.7318
3274.5;3258.94783734154;217.7439
3275;3259.46141635705;217.7581
3275.5;3259.97500496267;217.7789
3276;3260.48860315368;217.7917
3276.5;3261.00221092537;217.7834
3277;3261.51582827303;217.8063
3277.5;3262.02945519195;217.8167
3278;3262.5430916774;217.8394
3278.5;3263.05673772467;217.8649
3279;3263.57039332901;217.8574
3279.5;3264.08405848572;217.8713
3280;3264.59773319004;217.8936
3280.5;3265.11141743725;217.9089
3281;3265.62511122261;217.9497
3281.5;3266.13881454136;217.9449
3282;3266.65252738877;217.9503
3282.5;3267.16624976009;217.9701
3283;3267.67998165055;217.9777
3283.5;3268.19372305541;218.0057
3284;3268.70747396991;218.0357
3284.5;3269.22123438927;218.0446
3285;3269.73500430874;218.0529
3285.5;3270.24878372354;218.0828
3286;3270.7625726289;218.0904
3286.5;3271.27637102005;218.102
3287;3271.7901788922;218.1223
3287.5;3272.30399624056;218.1548
3288;3272.81782306036;218.1735
3288.5;3273.3316593468;218.1899
3289;3273.84550509508;218.2084
3289.5;3274.35936030042;218.2058
3290;3274.873224958;218.2276
3290.5;3275.38709906304;218.2466
3291;3275.90098261071;218.2683
3291.5;3276.41487559621;218.2867
3292;3276.92877801473;218.2922
3292.5;3277.44268986144;218.3161
3293;3277.95661113153;218.3192
3293.5;3278.47054182017;218.3422
3294;3278.98448192254;218.3708
3294.5;3279.49843143381;218.3686
3295;3280.01239034914;218.4001
3295.5;3280.52635866369;218.3995
3296;3281.04033637263;218.4161
3296.5;3281.55432347111;218.4506
3297;3282.06831995428;218.4722
3297.5;3282.58232581729;218.4792
3298;3283.09634105529;218.5027
3298.5;3283.61036566343;218.5114
3299;3284.12439963683;218.5321
3299.5;3284.63844297065;218.5512
3300;3285.15249566;218.5474
3300.5;3285.66655770002;218.5654
3301;3286.18062908584;218.5703
3301.5;3286.69470981258;218.6009
3302;3287.20879987536;218.62
3302.5;3287.72289926929;218.624
3303;3288.23700798948;218.6289
3303.5;3288.75112603106;218.6646
3304;3289.26525338912;218.6824
3304.5;3289.77939005876;218.6837
3305;3290.29353603509;218.6926
3305.5;3290.8076913132;218.7016
3306;3291.32185588819;218.7341
3306.5;3291.83602975514;218.7551
3307;3292.35021290915;218.7706
3307.5;3292.86440534528;218.778
3308;3293.37860705863;218.7857
3308.5;3293.89281804428;218.8022
3309;3294.40703829728;218.8099
3309.5;3294.92126781272;218.823
3310;3295.43550658566;218.8392
3310.5;3295.94975461116;218.8481
3311;3296.46401188428;218.8691
3311.5;3296.97827840008;218.876
3312;3297.49255415362;218.8985
3312.5;3298.00683913994;218.9017
3313;3298.52113335409;218.9144
3313.5;3299.03543679111;218.9446
3314;3299.54974944604;218.9615
3314.5;3300.06407131392;218.9666
3315;3300.57840238979;218.9794
3315.5;3301.09274266867;218.9928
3316;3301.60709214559;219.0221
3316.5;3302.12145081557;219.0297
3317;3302.63581867364;219.0635
3317.5;3303.1501957148;219.084
3318;3303.66458193409;219.11
3318.5;3304.17897732649;219.1406
3319;3304.69338188703;219.1629
3319.5;3305.20779561071;219.2037
3320;3305.72221849252;219.2217
3320.5;3306.23665052746;219.2458
3321;3306.75109171054;219.2847
3321.5;3307.26554203673;219.3215
3322;3307.78000150103;219.342
3322.5;3308.29447009842;219.3701
3323;3308.80894782387;219.407
3323.5;3309.32343467238;219.4503
3324;3309.83793063891;219.4727
3324.5;3310.35243571843;219.4854
3325;3310.86694990592;219.5319
3325.5;3311.38147319633;219.5549
3326;3311.89600558463;219.5937
3326.5;3312.41054706577;219.6103
3327;3312.92509763471;219.6619
3327.5;3313.4396572864;219.6798
3328;3313.9542260158;219.7263
3328.5;3314.46880381783;219.7426
3329;3314.98339068745;219.7843
3329.5;3315.49798661959;219.8111
3330;3316.0125916092;219.8372
3330.5;3316.52720565119;219.8569
3331;3317.0418287405;219.8844
3331.5;3317.55646087206;219.8933
3332;3318.07110204078;219.9131
3332.5;3318.58575224158;219.9366
3333;3319.10041146939;219.957
3333.5;3319.6150797191;219.9717
3334;3320.12975698564;219.9857
3334.5;3320.64444326391;219.9985
3335;3321.1591385488;220.0233
3335.5;3321.67384283522;220.0227
3336;3322.18855611807;220.0335
3336.5;3322.70327839223;220.0443
3337;3323.21800965259;220.0596
3337.5;3323.73274989405;220.0877
3338;3324.24749911149;220.0922
3338.5;3324.76225729977;220.1227
3339;3325.27702445379;220.1329
3339.5;3325.79180056841;220.1451
3340;3326.30658563851;220.1642
3340.5;3326.82137965894;220.1769
3341;3327.33618262458;220.1954
3341.5;3327.85099453028;220.2101
3342;3328.36581537091;220.2311
3342.5;3328.8806451413;220.2445
3343;3329.39548383632;220.2636
3343.5;3329.91033145081;220.2785
3344;3330.42518797962;220.2859
3344.5;3330.94005341758;220.2897
3345;3331.45492775954;220.3187
3345.5;3331.96981100032;220.3325
3346;3332.48470313476;220.3528
3346.5;3332.99960415769;220.3465
3347;3333.51451406392;220.3839
3347.5;3334.02943284829;220.3879
3348;3334.54436050561;220.4077
3348.5;3335.05929703069;220.4312
3349;3335.57424241835;220.4306
3349.5;3336.08919666339;220.4469
3350;3336.60415976063;220.4727
3350.5;3337.11913170485;220.4816
3351;3337.63411249086;220.5026
3351.5;3338.14910211346;220.5128
3352;3338.66410056743;220.5326
3352.5;3339.17910784757;220.5409
3353;3339.69412394866;220.5664
3353.5;3340.20914886549;220.5663
3354;3340.72418259283;220.5849
3354.5;3341.23922512546;220.6014
3355;3341.75427645815;220.6078
3355.5;3342.26933658567;220.6282
3356;3342.7844055028;220.6518
3356.5;3343.29948320428;220.6556
3357;3343.81456968488;220.662
3357.5;3344.32966493937;220.6667
3358;3344.84476896248;220.6843
3358.5;3345.35988174898;220.7149
3359;3345.8750032936;220.7124
3359.5;3346.3901335911;220.7398
3360;3346.90527263621;220.7531
3360.5;3347.42042042367;220.7716
3361;3347.93557694822;220.7716
3361.5;3348.45074220459;220.8048
3362;3348.9659161875;220.8128
3362.5;3349.48109889167;220.8367
3363;3349.99629031184;220.8507
3363.5;3350.51149044272;220.8411
3364;3351.02669927902;220.8723
3364.5;3351.54191681546;220.8859
3365;3352.05714304674;220.8972
3365.5;3352.57237796757;220.9202
3366;3353.08762157265;220.9348
3366.5;3353.60287385668;220.9501
3367;3354.11813481436;220.9603
3367.5;3354.63340444038;220.9928
3368;3355.14868272942;221.0175
3368.5;3355.66396967618;221.0171
3369;3356.17926527534;221.0349
3369.5;3356.69456952158;221.0419
3370;3357.20988240957;221.0655
3370.5;3357.72520393399;221.0827
3371;3358.24053408951;221.0955
3371.5;3358.7558728708;221.0974
3372;3359.27122027251;221.114
3372.5;3359.78657628932;221.1297
3373;3360.30194091587;221.1554
3373.5;3360.81731414682;221.186
3374;3361.33269597683;221.1771
3374.5;3361.84808640054;221.207
3375;3362.3634854126;221.2141
3375.5;3362.87889300764;221.2128
3376;3363.39430918031;221.2421
3376.5;3363.90973392525;221.2546
3377;3364.42516723707;221.2778
3377.5;3364.94060911042;221.2835
3378;3365.45605953992;221.2992
3378.5;3365.97151852019;221.3141
3379;3366.48698604585;221.3243
3379.5;3367.00246211151;221.3326
3380;3367.5179467118;221.3478
3380.5;3368.03343984132;221.3696
3381;3368.54894149467;221.3817
3381.5;3369.06445166647;221.4053
3382;3369.5799703513;221.4072
3382.5;3370.09549754378;221.4203
3383;3370.61103323848;221.4474
3383.5;3371.12657743001;221.4525
3384;3371.64213011295;221.4748
3384.5;3372.15769128189;221.4777
3385;3372.6732609314;221.4844
3385.5;3373.18883905607;221.4958
3386;3373.70442565046;221.5073
3386.5;3374.22002070916;221.5324
3387;3374.73562422674;221.5303
3387.5;3375.25123619774;221.5602
3388;3375.76685661675;221.557
3388.5;3376.28248547832;221.5742
3389;3376.798122777;221.5832
3389.5;3377.31376850735;221.6068
3390;3377.82942266391;221.6111
3390.5;3378.34508524125;221.6278
3391;3378.86075623389;221.6386
3391.5;3379.37643563637;221.6539
3392;3379.89212344325;221.6705
3392.5;3380.40781964904;221.6769
3393;3380.92352424829;221.6998
3393.5;3381.43923723552;221.6954
3394;3381.95495860524;221.7132
3394.5;3382.470688352;221.7232
3395;3382.9864264703;221.7355
3395.5;3383.50217295465;221.7362
3396;3384.01792779958;221.7464
3396.5;3384.53369099959;221.7667
3397;3385.04946254919;221.7636
3397.5;3385.56524244287;221.777
3398;3386.08103067514;221.784
3398.5;3386.5968272405;221.8052
3399;3387.11263213343;221.8082
3399.5;3387.62844534844;221.835
3400;3388.14426688;221.8275
3400.5;3388.6600967226;221.8223
3401;3389.17593487072;221.835
3401.5;3389.69178131884;221.8726
3402;3390.20763606143;221.8772
3402.5;3390.72349909297;221.8745
3403;3391.23937040792;221.8745
3403.5;3391.75525000075;221.8943
3404;3392.27113786591;221.9067
3404.5;3392.78703399788;221.9198
3405;3393.3029383911;221.9345
3405.5;3393.81885104003;221.93
3406;3394.33477193911;221.9307
3406.5;3394.8507010828;221.9523
3407;3395.36663846553;221.9568
3407.5;3395.88258408176;221.9695
3408;3396.3985379259;221.9876
3408.5;3396.91449999241;221.9957
3409;3397.4304702757;222.0167
3409.5;3397.94644877021;222.0186
3410;3398.46243547037;222.0412
3410.5;3398.97843037058;222.048
3411;3399.49443346528;222.0537
3411.5;3400.01044474888;222.0767
3412;3400.52646421578;222.0886
3412.5;3401.0424918604;222.1117
3413;3401.55852767715;222.136
3413.5;3402.07457166042;222.1404
3414;3402.59062380463;222.1717
3414.5;3403.10668410415;222.1851
3415;3403.6227525534;222.2035
3415.5;3404.13882914675;222.2418
3416;3404.65491387859;222.261
3416.5;3405.17100674332;222.2871
3417;3405.68710773531;222.3221
3417.5;3406.20321684894;222.3349
3418;3406.71933407858;222.3458
3418.5;3407.23545941861;222.3834
3419;3407.75159286339;222.4216
3419.5;3408.26773440729;222.4427
3420;3408.78388404468;222.4675
3420.5;3409.30004176991;222.5076
3421;3409.81620757734;222.5243
3421.5;3410.33238146132;222.5587
3422;3410.84856341621;222.579
3422.5;3411.36475343634;222.6212
3423;3411.88095151607;222.6365
3423.5;3412.39715764974;222.6556
3424;3412.91337183168;222.7023
3424.5;3413.42959405623;222.7271
3425;3413.94582431772;222.7431
3425.5;3414.46206261047;222.7685
3426;3414.97830892882;222.801
3426.5;3415.49456326709;222.8482
3427;3416.0108256196;222.8514
3427.5;3416.52709598066;222.8736
3428;3417.04337434458;222.8865
3428.5;3417.55966070569;222.9215
3429;3418.07595505827;222.9528
3429.5;3418.59225739664;222.9713
3430;3419.10856771511;222.9917
3430.5;3419.62488600796;222.9968
3431;3420.14121226949;223.0344
3431.5;3420.65754649399;223.0511
3432;3421.17388867576;223.0682
3432.5;3421.69023880908;223.0778
3433;3422.20659688822;223.116
3433.5;3422.72296290748;223.1392
3434;3423.23933686112;223.1537
3434.5;3423.75571874342;223.1779
3435;3424.27210854866;223.1945
3435.5;3424.78850627109;223.2238
3436;3425.30491190498;223.25
3436.5;3425.8213254446;223.2563
3437;3426.3377468842;223.2748
3437.5;3426.85417621803;223.3093
3438;3427.37061344036;223.329
3438.5;3427.88705854542;223.3335
3439;3428.40351152746;223.3502
3439.5;3428.91997238073;223.3966
3440;3429.43644109947;223.41
3440.5;3429.95291767791;223.4202
3441;3430.46940211029;223.4367
3441.5;3430.98589439083;223.4802
3442;3431.50239451377;223.4853
3442.5;3432.01890247332;223.5
3443;3432.53541826372;223.526
3443.5;3433.05194187918;223.5465
3444;3433.56847331391;223.5695
3444.5;3434.08501256213;223.5912
3445;3434.60155961804;223.5985
3445.5;3435.11811447586;223.6192
3446;3435.63467712979;223.6428
3446.5;3436.15124757401;223.6744
3447;3436.66782580275;223.6824
3447.5;3437.18441181018;223.7002
3448;3437.7010055905;223.7002
3448.5;3438.21760713789;223.7196
3449;3438.73421644655;223.7525
3449.5;3439.25083351065;223.7767
3450;3439.76745832438;223.794
3450.5;3440.2840908819;223.8022
3451;3440.80073117739;223.8208
3451.5;3441.31737920503;223.8367
3452;3441.83403495897;223.8603
3452.5;3442.35069843338;223.8786
3453;3442.86736962243;223.8852
3453.5;3443.38404852027;223.9215
3454;3443.90073512105;223.9261
3454.5;3444.41742941893;223.9579
3455;3444.93413140806;223.9636
3455.5;3445.45084108257;223.9974
3456;3445.96755843663;224.0159
3456.5;3446.48428346435;224.0268
3457;3447.00101615988;224.0593
3457.5;3447.51775651736;224.0829
3458;3448.03450453091;224.1008
3458.5;3448.55126019467;224.1199
3459;3449.06802350275;224.1288
3459.5;3449.58479444928;224.1471
3460;3450.10157302837;224.1607
3460.5;3450.61835923415;224.1811
3461;3451.13515306072;224.2041
3461.5;3451.65195450219;224.22
3462;3452.16876355268;224.2247
3462.5;3452.68558020628;224.2487
3463;3453.20240445709;224.2736
3463.5;3453.71923629922;224.3049
3464;3454.23607572675;224.3221
3464.5;3454.75292273378;224.3361
3465;3455.26977731439;224.3324
3465.5;3455.78663946268;224.3693
3466;3456.30350917272;224.361
3466.5;3456.82038643859;224.401
3467;3457.33727125438;224.4069
3467.5;3457.85416361414;224.4273
3468;3458.37106351196;224.4418
3468.5;3458.8879709419;224.4656
3469;3459.40488589803;224.479
3469.5;3459.92180837441;224.4949
3470;3460.43873836508;224.5037
3470.5;3460.95567586412;224.4994
3471;3461.47262086558;224.5307
3471.5;3461.98957336349;224.5394
3472;3462.50653335192;224.5715
3472.5;3463.0235008249;224.5728
3473;3463.54047577647;224.5846
3473.5;3464.05745820067;224.6149
3474;3464.57444809154;224.6287
3474.5;3465.0914454431;224.6232
3475;3465.6084502494;224.664
3475.5;3466.12546250444;224.6589
3476;3466.64248220225;224.6633
3476.5;3467.15950933686;224.692
3477;3467.67654390228;224.7035
3477.5;3468.19358589252;224.7144
3478;3468.7106353016;224.732
3478.5;3469.22769212352;224.7526
3479;3469.74475635229;224.7584
3479.5;3470.2618279819;224.78
3480;3470.77890700636;224.7992
3480.5;3471.29599341967;224.7979
3481;3471.81308721581;224.8171
3481.5;3472.33018838878;224.8203
3482;3472.84729693256;224.8553
3482.5;3473.36441284113;224.8483
3483;3473.88153610849;224.8764
3483.5;3474.3986667286;224.8883
3484;3474.91580469544;224.9013
3484.5;3475.43295000299;224.9195
3485;3475.95010264521;224.9364
3485.5;3476.46726261606;224.9491
3486;3476.98442990952;224.9698
3486.5;3477.50160451953;224.9746
3487;3478.01878644007;224.9931
3487.5;3478.53597566508;224.9966
3488;3479.05317218852;225.0225
3488.5;3479.57037600432;225.0412
3489;3480.08758710645;225.0474
3489.5;3480.60480548884;225.0619
3490;3481.12203114542;225.0576
3490.5;3481.63926407015;225.0939
3491;3482.15650425694;225.101
3491.5;3482.67375169974;225.1131
3492;3483.19100639246;225.1077
3492.5;3483.70826832904;225.1379
3493;3484.2255375034;225.1411
3493.5;3484.74281390945;225.1526
3494;3485.26009754111;225.1718
3494.5;3485.77738839229;225.1743
3495;3486.2946864569;225.1896
3495.5;3486.81199172886;225.1964
3496;3487.32930420206;225.2247
3496.5;3487.84662387041;225.2103
3497;3488.3639507278;225.2362
3497.5;3488.88128476813;225.2464
3498;3489.39862598529;225.2545
3498.5;3489.91597437317;225.2745
3499;3490.43332992566;225.2796
3499.5;3490.95069263665;225.291
3500;3491.4680625;225.3058
3500.5;3491.9854395096;225.3159
3501;3492.50282365933;225.3313
3501.5;3493.02021494306;225.3371
3502;3493.53761335465;225.358
3502.5;3494.05501888797;225.3612
3503;3494.57243153689;225.3867
3503.5;3495.08985129526;225.3976
3504;3495.60727815694;225.4104
3504.5;3496.12471211579;225.4476
3505;3496.64215316566;225.4499
3505.5;3497.15960130039;225.4824
3506;3497.67705651383;225.5101
3506.5;3498.19451879983;225.5194
3507;3498.71198815222;225.5458
3507.5;3499.22946456484;225.5845
3508;3499.74694803152;225.5909
3508.5;3500.2644385461;225.6357
3509;3500.7819361024;225.6585
3509.5;3501.29944069426;225.7016
3510;3501.81695231548;225.7038
3510.5;3502.33447095989;225.7638
3511;3502.8519966213;225.7764
3511.5;3503.36952929354;225.8123
3512;3503.88706897041;225.8423
3512.5;3504.40461564571;225.8908
3513;3504.92216931326;225.9214
3513.5;3505.43972996685;225.9489
3514;3505.95729760028;225.9794
3514.5;3506.47487220735;226.0101
3515;3506.99245378185;226.0578
3515.5;3507.51004231758;226.0911
3516;3508.02763780831;226.1077
3516.5;3508.54524024784;226.1248
3517;3509.06284962994;226.1741
3517.5;3509.5804659484;226.1996
3518;3510.09808919699;226.2117
3518.5;3510.61571936948;226.241
3519;3511.13335645964;226.2616
3519.5;3511.65100046124;226.301
3520;3512.16865136804;226.3348
3520.5;3512.68630917381;226.3593
3521;3513.2039738723;226.3604
3521.5;3513.72164545726;226.3872
3522;3514.23932392246;226.4267
3522.5;3514.75700926164;226.4514
3523;3515.27470146854;226.4586
3523.5;3515.79240053692;226.4784
3524;3516.3101064605;226.4921
3524.5;3516.82781923304;226.5161
3525;3517.34553884826;226.5167
3525.5;3517.8632652999;226.5416
3526;3518.38099858169;226.5524
3526.5;3518.89873868734;226.5781
3527;3519.4164856106;226.5709
3527.5;3519.93423934517;226.6092
3528;3520.45199988478;226.6256
3528.5;3520.96976722313;226.6386
3529;3521.48754135396;226.6473
3529.5;3522.00532227095;226.6941
3530;3522.52310996782;226.6813
3530.5;3523.04090443827;226.6959
3531;3523.558705676;226.7139
3531.5;3524.07651367472;226.7406
3532;3524.59432842811;226.7496
3532.5;3525.11214992986;226.7655
3533;3525.62997817367;226.7635
3533.5;3526.14781315323;226.7994
3534;3526.66565486221;226.8031
3534.5;3527.18350329429;226.823
3535;3527.70135844316;226.8306
3535.5;3528.21922030249;226.8528
3536;3528.73708886595;226.867
3536.5;3529.25496412721;226.8897
3537;3529.77284607994;226.89
3537.5;3530.29073471779;226.9085
3538;3530.80863003444;226.9304
3538.5;3531.32653202353;226.9455
3539;3531.84444067873;226.9656
3539.5;3532.36235599368;226.9825
3540;3532.88027796203;227.0132
3540.5;3533.39820657743;227.0354
3541;3533.91614183353;227.0406
3541.5;3534.43408372396;227.0767
3542;3534.95203224236;227.0853
3542.5;3535.46998738236;227.1293
3543;3535.98794913761;227.1286
3543.5;3536.50591750172;227.1484
3544;3537.02389246832;227.1616
3544.5;3537.54187403104;227.1937
3545;3538.0598621835;227.2078
3545.5;3538.57785691931;227.232
3546;3539.0958582321;227.2493
3546.5;3539.61386611546;227.2772
3547;3540.13188056302;227.2901
3547.5;3540.64990156837;227.3042
3548;3541.16792912513;227.3408
3548.5;3541.68596322688;227.3654
3549;3542.20400386724;227.3769
3549.5;3542.72205103979;227.3917
3550;3543.24010473813;227.4299
3550.5;3543.75816495584;227.4453
3551;3544.27623168651;227.458
3551.5;3544.79430492374;227.4962
3552;3545.31238466109;227.5039
3552.5;3545.83047089214;227.5186
3553;3546.34856361047;227.5207
3553.5;3546.86666280966;227.5448
3554;3547.38476848327;227.5607
3554.5;3547.90288062486;227.572
3555;3548.42099922801;227.5945
3555.5;3548.93912428628;227.6106
3556;3549.45725579321;227.6098
3556.5;3549.97539374237;227.6418
3557;3550.49353812732;227.6474
3557.5;3551.01168894159;227.6603
3558;3551.52984617874;227.6837
3558.5;3552.04800983231;227.6979
3559;3552.56617989584;227.7222
3559.5;3553.08435636287;227.7362
3560;3553.60253922693;227.7496
3560.5;3554.12072848157;227.7566
3561;3554.6389241203;227.77
3561.5;3555.15712613666;227.796
3562;3555.67533452417;227.8147
3562.5;3556.19354927635;227.8306
3563;3556.71177038673;227.8447
3563.5;3557.2299978488;227.846
3564;3557.7482316561;227.8708
3564.5;3558.26647180213;227.8831
3565;3558.7847182804;227.9028
3565.5;3559.30297108441;227.935
3566;3559.82123020766;227.9373
3566.5;3560.33949564366;227.9551
3567;3560.8577673859;227.9719
3567.5;3561.37604542787;227.989
3568;3561.89432976306;228.0071
3568.5;3562.41262038497;228.0183
3569;3562.93091728707;228.049
3569.5;3563.44922046285;228.0643
3570;3563.96752990579;228.0685
3570.5;3564.48584560937;228.0802
3571;3565.00416756706;228.1143
3571.5;3565.52249577232;228.1351
3572;3566.04083021864;228.1466
3572.5;3566.55917089947;228.159
3573;3567.07751780828;228.1772
3573.5;3567.59587093852;228.1992
3574;3568.11423028366;228.2168
3574.5;3568.63259583715;228.22
3575;3569.15096759244;228.2299
3575.5;3569.66934554298;228.2672
3576;3570.18772968221;228.2707
3576.5;3570.70612000359;228.2851
3577;3571.22451650054;228.2966
3577.5;3571.74291916651;228.2941
3578;3572.26132799493;228.3106
3578.5;3572.77974297923;228.3228
3579;3573.29816411285;228.35
3579.5;3573.8165913892;228.3617
3580;3574.33502480172;228.3796
3580.5;3574.85346434383;228.3943
3581;3575.37191000893;228.4147
3581.5;3575.89036179046;228.4153
3582;3576.40881968181;228.444
3582.5;3576.92728367641;228.4494
3583;3577.44575376766;228.4511
3583.5;3577.96422994895;228.4868
3584;3578.48271221371;228.4812
3584.5;3579.00120055531;228.4996
3585;3579.51969496716;228.5162
3585.5;3580.03819544266;228.5231
3586;3580.55670197518;228.5443
3586.5;3581.07521455813;228.5589
3587;3581.59373318489;228.5775
3587.5;3582.11225784883;228.5717
3588;3582.63078854334;228.5862
3588.5;3583.14932526179;228.6221
3589;3583.66786799756;228.6281
3589.5;3584.18641674402;228.6368
3590;3584.70497149454;228.6477
3590.5;3585.22353224247;228.67
3591;3585.7420989812;228.6719
3591.5;3586.26067170407;228.6879
3592;3586.77925040445;228.7164
3592.5;3587.29783507568;228.7077
3593;3587.81642571113;228.7298
3593.5;3588.33502230414;228.7409
3594;3588.85362484805;228.7566
3594.5;3589.37223333621;228.7709
3595;3589.89084776196;228.7868
3595.5;3590.40946811864;228.7912
3596;3590.92809439958;228.8015
3596.5;3591.44672659813;228.8117
3597;3591.96536470759;228.8392
3597.5;3592.48400872132;228.8475
3598;3593.00265863262;228.8722
3598.5;3593.52131443482;228.8768
3599;3594.03997612124;228.8839
3599.5;3594.55864368519;228.8979
3600;3595.07731712;228.9068
3600.5;3595.59599641897;228.9236
3601;3596.1146815754;228.9234
3601.5;3596.6333725826;228.9487
3602;3597.15206943389;228.9707
3602.5;3597.67077212254;228.9688
3603;3598.18948064187;228.9828
3603.5;3598.70819498517;228.9873
3604;3599.22691514572;229.0115
3604.5;3599.74564111683;229.0253
3605;3600.26437289176;229.039
3605.5;3600.78311046382;229.042
3606;3601.30185382627;229.06
3606.5;3601.82060297239;229.0715
3607;3602.33935789547;229.0688
3607.5;3602.85811858877;229.1022
3608;3603.37688504557;229.1129
3608.5;3603.89565725912;229.1277
3609;3604.41443522271;229.1341
3609.5;3604.93321892957;229.1576
3610;3605.45200837299;229.1737
3610.5;3605.9708035462;229.1984
3611;3606.48960444247;229.2203
3611.5;3607.00841105505;229.2303
3612;3607.52722337718;229.2586
3612.5;3608.04604140211;229.2624
3613;3608.56486512308;229.3146
3613.5;3609.08369453334;229.332
3614;3609.60252962612;229.362
3614.5;3610.12137039464;229.3855
3615;3610.64021683216;229.4227
3615.5;3611.15906893189;229.4503
3616;3611.67792668706;229.4795
3616.5;3612.1967900909;229.5139
3617;3612.71565913662;229.5453
3617.5;3613.23453381745;229.5644
3618;3613.75341412659;229.6084
3618.5;3614.27230005727;229.6526
3619;3614.7911916027;229.6844
3619.5;3615.31008875607;229.7135
3620;3615.8289915106;229.7623
3620.5;3616.34789985948;229.7805
3621;3616.86681379593;229.8236
3621.5;3617.38573331313;229.8625
3622;3617.90465840427;229.9039
3622.5;3618.42358906255;229.9308
3623;3618.94252528116;229.9743
3623.5;3619.46146705329;230.01
3624;3619.98041437211;230.0502
3624.5;3620.49936723081;230.0861
3625;3621.01832562256;230.1045
3625.5;3621.53728954054;230.1492
3626;3622.05625897793;230.1827
3626.5;3622.57523392789;230.2029
3627;3623.09421438359;230.2233
3627.5;3623.61320033819;230.2604
3628;3624.13219178485;230.2858
3628.5;3624.65118871675;230.3363
3629;3625.17019112702;230.3475
3629.5;3625.68919900883;230.3784
3630;3626.20821235533;230.3945
3630.5;3626.72723115966;230.427
3631;3627.24625541497;230.466
3631.5;3627.7652851144;230.4774
3632;3628.28432025109;230.5202
3632.5;3628.80336081819;230.5476
3633;3629.32240680882;230.5611
3633.5;3629.84145821613;230.5951
3634;3630.36051503323;230.6326
3634.5;3630.87957725325;230.6466
3635;3631.39864486932;230.6761
3635.5;3631.91771787457;230.7073
3636;3632.4367962621;230.7426
3636.5;3632.95588002504;230.736
3637;3633.4749691565;230.7622
3637.5;3633.99406364959;230.7962
3638;3634.51316349742;230.8005
3638.5;3635.03226869309;230.8347
3639;3635.55137922971;230.8484
3639.5;3636.07049510038;230.8621
3640;3636.58961629819;230.8707
3640.5;3637.10874281624;230.9052
3641;3637.62787464763;230.9241
3641.5;3638.14701178544;230.9404
3642;3638.66615422276;230.9532
3642.5;3639.18530195267;230.9704
3643;3639.70445496826;230.9772
3643.5;3640.2236132626;231.0119
3644;3640.74277682877;231.0176
3644.5;3641.26194565985;231.0354
3645;3641.78111974891;231.0572
3645.5;3642.30029908901;231.0725
3646;3642.81948367321;231.089
3646.5;3643.3386734946;231.1115
3647;3643.85786854621;231.1243
3647.5;3644.37706882112;231.137
3648;3644.89627431238;231.153
3648.5;3645.41548501303;231.1801
3649;3645.93470091613;231.19
3649.5;3646.45392201473;231.2201
3650;3646.97314830188;231.2331
3650.5;3647.4923797706;231.245
3651;3648.01161641395;231.2603
3651.5;3648.53085822496;231.2784
3652;3649.05010519666;231.2827
3652.5;3649.56935732209;231.2957
3653;3650.08861459427;231.328
3653.5;3650.60787700623;231.3265
3654;3651.127144551;231.3433
3654.5;3651.64641722159;231.3701
3655;3652.16569501102;231.3795
3655.5;3652.68497791231;231.3906
3656;3653.20426591848;231.4125
3656.5;3653.72355902253;231.4219
3657;3654.24285721746;231.4474
